Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,1508
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENS,1246
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCS,9045
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",ST,Female-Only,No,No,Maharashtra,LSTS,31300
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",VJ,Female-Only,No,No,Maharashtra,LVJS,8250
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LNT1S,7443
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LNT2S,5860
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCS,2521
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,6771
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,2976
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",,Gender-Neutral,No,No,Maharashtra,TFWS,851
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",OBC,Gender-Neutral,No,Yes,Maharashtra,"PWDROBC
S",45696
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",SC,Gender-Neutral,No,Yes,Maharashtra,PWDRSCS,121796
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Computer Science and
Engineering",SC,Gender-Neutral,Yes,No,Maharashtra,DEFRSCS,16460
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,435
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,5793
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTS,24469
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,1063
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,1801
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,2514
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,1723
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,1352
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,1225
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,8075
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,ST,Female-Only,No,No,Maharashtra,LSTS,27787
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,VJ,Female-Only,No,No,Maharashtra,LVJS,13522
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT1S,3966
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,3915
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT3S,6914
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,2794
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,15055
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,3762
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,OBC,Gender-Neutral,No,Yes,Maharashtra,PWDOBCS,28631
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,SC,Gender-Neutral,No,Yes,Maharashtra,PWDSCS,111637
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai",Computer Engineering,SC,Gender-Neutral,Yes,No,Maharashtra,DEFSCS,12751
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,1862
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCS,10119
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",ST,Gender-Neutral,No,No,Maharashtra,GSTS,37525
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,5285
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,5411
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,5393
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,4804
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,3069
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENS,2775
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCS,10842
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",ST,Female-Only,No,No,Maharashtra,LSTS,132902
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT1S,4591
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT2S,10022
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT3S,16454
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCS,7303
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,44527
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,8745
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",,Gender-Neutral,No,No,Maharashtra,TFWS,2314
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,Yes,Maharashtra,"PWDROBC
S",89925
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,11773
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri,
Mumbai","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,Yes,No,Maharashtra,DEFRVJS,19976
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,140446
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,134478
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,63013
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,118005
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,70760
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,51256
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,58913
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,56005
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,73205
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,99784
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,VJ,Female-Only,No,No,Maharashtra,LVJH,79839
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,92904
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,138819
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,108043
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,87735
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,97495
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,96385
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,105160
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,107984
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,118531
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,122158
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,132388
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,127963
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,111431
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,120178
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,132579
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,109272
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,65078
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",SC,Gender-Neutral,No,No,Maharashtra,GSCH,107726
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,76413
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",Open,Female-Only,No,No,Maharashtra,LOPENH,78005
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",OBC,Female-Only,No,No,Maharashtra,LOBCH,79840
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","Computer Science and
Engineering(Artificial",NT,Gender-Neutral,No,No,Maharashtra,GNT2H,81129
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142057
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,132746
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,53575
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,63892
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,62299
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,49362
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,60212
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,91067
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTH,133728
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,138737
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT3H,109623
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,138744
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,134331
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142996
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,135505
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,SC,Gender-Neutral,No,No,Maharashtra,GSCH,137637
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,140456
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &
Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,Open,Female-Only,No,No,Maharashtra,LOPENH,118847
"Aldel Education Trust's St. John College of Engineering & Management,
Vevoor, Palghar",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,135324
